177.5086	164.6059
177.7479	164.0251
177.9945	163.4466
178.2490	162.8732
178.5120	162.3078
178.7843	161.7534
179.0664	161.2128
179.3590	160.6889
179.6628	160.1846
179.9781	159.7012
180.3044	159.2360
180.6411	158.7859
180.9876	158.3475
181.3432	157.9177
181.7074	157.4932
182.0795	157.0709
182.4590	156.6475
182.8452	156.2198
183.2374	155.7846
183.6353	155.3389
184.0386	154.8822
184.4479	154.4168
184.8636	153.9449
185.2862	153.4687
185.7163	152.9905
186.1542	152.5125
186.6006	152.0369
187.0557	151.5660
187.5202	151.1020
187.9945	150.6472
188.4790	150.2038
188.9743	149.7739
189.4800	149.3580
189.9948	148.9554
190.5177	148.5651
191.0476	148.1864
191.5834	147.8183
192.1238	147.4600
192.6679	147.1105
193.2145	146.7692
193.7624	146.4350
194.3105	146.1071
194.8578	145.7847
195.4031	145.4669
195.9464	145.1536
196.4887	144.8456
197.0313	144.5434
197.5751	144.2479
198.1213	143.9598
198.6710	143.6797
199.2253	143.4085
199.7853	143.1467
200.3521	142.8952
200.9269	142.6546
201.5107	142.4256
202.1044	142.2089
202.7070	142.0036
203.3169	141.8089
203.9326	141.6236
204.5524	141.4467
205.1749	141.2771
205.7985	141.1138
206.4216	140.9557
207.0425	140.8019
207.6598	140.6511
208.2719	140.5025
208.8771	140.3548
209.4742	140.2076
210.0627	140.0622
210.6426	139.9206
211.2137	139.7848
211.7759	139.6567
212.3292	139.5384
212.8734	139.4318
213.4084	139.3390
213.9341	139.2618
214.4505	139.2024
214.9574	139.1625
215.4558	139.1427
215.9484	139.1411
216.4378	139.1555
216.9267	139.1841
217.4177	139.2247
217.9136	139.2755
218.4170	139.3343
218.9306	139.3991
219.4570	139.4680
